id,product_id,user_id,profilename,helpfulnessnumerator,helpfulnessdenominator,rating,time,summary,text,purchased
492,230,2077,"""Mary D. Haper """"Gramma to 3 boys""""""",0,0,5,1206662400,the best chips ever,We love Kettle Chips Lightly Salted and don't feel guilty eating them!  We used to buy them at Whole Foods but buying from Amazon has saved us money.  We have purchased at least 3 times and have been happy with the chips and the delivery.,1
502,230,3467,annie,3,5,2,1214006400,salt and vinegar chips,It was a great value and I like the package size but not vinegary enough for me. Won't order this brand again. Great chips otherwise.,0
503,230,3179,Linda Mullings,1,2,5,1349136000,Delicious!!,Perfect!! They are my favorite because I can season with a variety of spices to exactly suit my tastes without all the salt!,1
506,230,2228,Summer,1,2,5,1292544000,Best unsalted chips,These are the best unsalted chips around and we have tried many.  They have the best potato flavor.  They came when you said they would.,1
511,230,2460,A. Crawford,2,4,5,1200700800,Tasty,Great price for an excellent chip. At about 80 cents for a 2 ounce bag these are a bargain as well as a very tasty chip. Everyone I've let try these has been impressed and commented on how good they taste. I've yet to find a Kettle chip that disappointed!,1
513,230,2005,"""Tom Z. """"tzphotos.com""""""",0,1,3,1297036800,Vinegar... Not my taste!,This is the first time I tried Sea Salt & Vinegar chips. Not my taste.  Make sure you like salt & vinegar before ordering. You may be in for a suprise if you have never tried them before.  I'll stick with the salt and black pepper chips.,0
527,230,744,dolphins,4,4,5,1202688000,Best Salt & Vinegar!,I have tried a lot of S&V chips and these are the best!  Real sea salt and REAL vinegar!  Mouth-watering flavor & crispiness.  Not for the faint of heart - the flavor is very authentic!  :),1
531,230,4504,Midwest Mommy,3,3,5,1234915200,Great deal,These Backyard BBQ Kettle Chips were a great deal with the promo code.  It was nice to have a larger size bag.  Some Kettle Chips in the grocery store are only about 5 ounces and we polish them off in one family lunch!  They arrived fresh and were not in crumbles as some other chips from Amazon Grocery have been.  Great flavor and All Natural!,1
534,230,718,Jeanne Luster,0,1,3,1214092800,burnt,These bags had a lot of overcooked brown pieces. also felt very greasy. Had to keep wiping my fingers on a napkin.,0
539,230,2039,cgoldsmith19,1,3,1,1328572800,completely ripped off,after opening numerous bags I found that none of the chips had any flavoring on them. completely plain and gross. how does this even happen?,0
548,230,167,J. Tan,1,4,1,1262044800,Over-fried,I bought this brand as a trial since I am tired of the Pingos.<br /><br />It claims that it is natural. I have no argument on this. But the point is that more than 50% in the bag is over-fried and in brown color. I really suffer eating the over-fried chips. I open some other bags and it looks like the same. So I just throw away all of them. I don't know if I was with bad luck or every bag they are selling is the same. But for sure I will never buy this brand any more.,0
549,230,3631,"""qualquan """"qualquan""""""",1,4,4,1257033600,No salt Kettle chips.,They are good but wish they were also baked. Have not found baked no salt potato chips anywhere. If there are any I wish someone would post.,1
550,230,156,"""K. Schoeneman """"Grape nut""""""",1,4,3,1199577600,Not as good as the English sell,These are better in England. I don't know why. Maybe it's just nostalgia on my part.,0
551,230,2859,"""Patricia A. Cioffi """"SHOPPING JUNKIE""""""",2,6,1,1238976000,VERY DISAPPOINTED,I ORDERED KETTLE CHIPS IN THE FOLLOWING FLAVVORS<br />SALT & FRESH GROUND PEPPER<br />TUSCAN 3 CHEESE<br />N.Y. CHEDDAR AND HERS<br /><br />THEY ALL TASTED THE SAME TO ME.  IF THERE IS A VARIETY PACK SUGGEST U ORDER BEFORE ORDERING LARGE SIZE.<br /><br />I WISH I COULD RETURN THE UNOPENED BAGS.,0
559,230,956,ComputerGuy,0,7,1,1286236800,AWFUL TASTE,"""Unless you really really really like vinegar - AVOID! Those chips should have been called """"Vinegar and Sea Salt"""" - not """"Sea Salt and Vinegar"""".""",0
570,230,3982,"""WriterGirl """"WriterGirl""""""",2,2,5,1323388800,My favorite flavor,I am glad I was able to find these on this site. I love this flavor and they are so crunchy. The box is packed inside another box but still some bags end up as crumbs. Most of the bags survived in tact.,1
574,230,4486,The Swatster,2,2,5,1238284800,The only thing I have ever been addicted too...these chips!,I have never been addicted to anything in my life...until I tasted these chips.  I have tried other brands of the sea salt and vinegar flavor and they are just not the same.  You've got to stick with this blue bag of chips!,1
576,230,4530,Marc2912,2,2,5,1222992000,Good chips,I bought these when on sale through Amazon.  Nice crispy thick chips.  Definitely a great buy if you can catch them on sale.,1
579,230,4455,candy lady,1,1,5,1349740800,a good buy,This is a real good product.I love these chips and so does my customers can't go wrong wit these the best,1
580,230,1247,Yoli,1,1,5,1349222400,Yoli,I love these chips and now the whole family is hooked on them. These are the only chips I eat,1
581,230,1567,David Glazer,1,1,4,1348704000,Good chips,I don't know what to say that others have not covered. If you like potato chips you will like these. Get em on sale when you can and limit your intake...if you can...,1
582,230,1464,patent_lawyer,1,1,5,1348185600,Awesome,If you're looking at this you probably already know you like these chips.<br />This is a great deal and I have not had any problems with them going stale.<br />The 1oz bags are a great size for a snack and help avoid over-eating.,1
589,230,1526,C. Blackwell,1,1,5,1327622400,Best salt & vinegar chips out there!,Salt & vinegar chips are my favorite flavor so I think I've tried every brand out there.  These are by far the best.  I also like them because the sodium content is not very high like some of the others and they are not excessively greasy.  They seem to have the right balance of the salt and vinegar taste.,1
591,230,1876,"""Brian Nallick """"METALMANMN""""""",1,1,5,1309478400,Crunchy and spicy.,If you love jalapeno chips then Kettle is a must try.<br />Nice and cruncy with the kick of jalapeno.<br />Delicious.<br />Addicting.<br />Recommended.,1
599,230,2026,MT_Soul,1,1,5,1249084800,These chips will make you fat,But you will enjoy ever step. I gained 5 lbs within a month of buying this 12 pack of full sized bags. Damn it! They should warn you about this! Tastes awesome though. When I finish my crash diet I will order another box (case?). :-),1
611,230,2429,"""Shannie """"Shan""""""",1,1,5,1212451200,Caution: Kettle Chips are addictive!,These really are amazing chips. Don't be put off by one of the cheeses being blue cheese...it is so subtle that even blue cheese haters (like me)will enjoy these.,1
616,230,2738,Wildcat Fan,3,4,4,1211414400,Best Chips Out There!,These are my new favorite!  I have always been a fan of salt and vinegar but these honey dijons have replaced them as my new number one!  They do have a strong taste so loving the honey mustard flavor is a must if you hope to like these.<br /><br />Price wise...I do not see that they are that much of a deal here.  I purchased them for $2.99 at the grocery with no shipping.  I would have given the product 5 stars (easily) had it not been for the price.  The taste is fabulous -- you won't be disappointed.,1
617,230,569,Catherine Taylor,3,4,5,1197936000,These chips tasted good,These chips were good. I ended up eating a whole bag a day for a while cause they were so good. I am glad that they do not have any dextrose in them like lays do.,1
618,230,3798,Arthur Kang,3,4,5,1194307200,awesome chips,these are the best chips out there.. nothing can beat this taste. if you like honey mustard then you will definitely like this.. once you eat it you wont stop..addicting stuff,1
619,230,3244,"""Earl M. Rce """"ezdouble07""""""",3,4,3,1191110400,I dont know if...,I dont know if they were fresh or if they were supposed to taste like they did. I checked the expiration date it was current but still tasted kind of stale to me !!!,0
632,230,220,Steffanee Holt,0,0,5,1350345600,Love the smaller bags!,My 8 yo is a Kettle chip addict so I was so happy to find snack size bags for his lunch!!! Great quality and much cheaper than in the stores!!! Will definitely be buying more!,1
635,230,1489,Brian Bean,0,0,3,1344902400,Ok but Miss Vickie's Are Better,Miss Vickies are better but unfortunately less widely available.  I'm not sure tough is the right word but there is a noticeable difference between the two brands and Miss Vickie's are better IMHO.,0
637,230,3839,i am me,0,0,4,1336694400,These chips are awesome if not best but....,I think these chips are awesome if not the best along with Poor Brothers Salt and Vinager chips. But if you buy these Spicy Thai chips in a smaller bag it might have too much of the flavor (at the bottom of the bag) in it then the larger bag at least that was my experience last time I bought these off amazon but that was like in 2010. So I would suggest trying Spicy Thai in a bag bigger then 5 ounces.,1
639,230,2337,"""M. Gonzales """"emelgee""""""",0,0,5,1336262400,GREAT DEAL,I knew my family already liked these chips so it was a no brainer to take advantage of a great price for good chips.  The price per bag can't be beat if you order with subscribe and save and the good thing is you can always change the delivery interval if you notice you go through them quicker or slower than you anticipated.,1
